AGE,SCHOOL TYPE,GENDER,CASTE,FAMILY INCOME,OCCUPATION,MARRIED(YES/NO),ACADEMIC MARKS,NO OF SIBLINGS,WORK(YES/NO),CLASS,LOCATION,DROPOUT
16,GOVT,F,GEN,113883,LABOUR,NO,81,1,NO,3,URBAN,Y
12,GOVT,M,GEN,133181,PEON,NO,74,4,NO,4,RURAL,Y
16,GOVT,F,ST,97785,LABOUR,NO,74,5,NO,8,RURAL,Y
17,GOVT,M,OBC,103552,LABOUR,NO,79,2,NO,9,RURAL,Y
13,GOVT,M,ST,60376,LABOUR,YES,60,3,YES,5,RURAL,Y
12,GOVT,M,SC,113927,LABOUR,NO,58,5,NO,3,RURAL,Y
13,GOVT,M,GEN,300000,LABOUR,NO,81,1,NO,8,URBAN,Y
15,GOVT,M,OBC,82999,ACCOUNTANT,NO,55,3,YES,4,RURAL,Y
17,PVT,F,GEN,300000,BUSINESS,NO,88,3,NO,9,URBAN,N
16,GOVT,M,OBC,59000,PEON,NO,62,5,YES,4,RURAL,Y
16,PVT,F,GEN,238818,ACCOUNTANT,NO,87,1,NO,9,RURAL,N
17,PVT,F,GEN,161942,ACCOUNTANT,NO,87,1,NO,8,RURAL,N
17,PVT,F,GEN,186947,ACCOUNTANT,NO,86,1,NO,10,URBAN,N
11,GOVT,M,ST,59000,LABOUR,YES,73,5,YES,3,RURAL,Y
15,GOVT,M,ST,59000,FARMER,NO,59,3,YES,4,RURAL,Y
14,GOVT,M,OBC,59000,PEON,NO,58,5,YES,3,RURAL,Y
17,GOVT,F,GEN,152403,TEACHER,NO,85,4,NO,4,RURAL,Y
18,PVT,F,GEN,266677,ACCOUNTANT,NO,89,2,YES,9,RURAL,N
9,GOVT,M,OBC,99910,TEACHER,YES,58,5,YES,3,URBAN,Y
15,GOVT,M,GEN,125291,BUSINESS,NO,89,2,YES,9,RURAL,Y
15,GOVT,M,SC,59000,FARMER,NO,55,5,YES,4,RURAL,Y
11,GOVT,M,ST,107289,FARMER,YES,63,5,NO,3,RURAL,Y
15,PVT,F,GEN,300000,PEON,NO,89,1,YES,9,URBAN,N
18,GOVT,F,GEN,65952,FARMER,YES,60,2,YES,3,URBAN,Y
18,PVT,F,GEN,123344,BUSINESS,NO,83,1,NO,10,URBAN,N
17,GOVT,F,GEN,97771,ACCOUNTANT,YES,89,1,NO,10,URBAN,Y
10,GOVT,M,SC,59000,LABOUR,NO,63,4,YES,4,RURAL,Y
18,PVT,F,GEN,147778,BUSINESS,NO,86,1,NO,9,URBAN,N
10,GOVT,M,OBC,84384,LABOUR,NO,78,4,YES,3,RURAL,Y
10,GOVT,M,ST,74262,LABOUR,YES,72,4,NO,3,RURAL,Y
17,GOVT,M,OBC,78611,PEON,NO,88,1,NO,12,RURAL,N
16,PVT,F,GEN,122649,ACCOUNTANT,NO,76,1,NO,11,RURAL,N
17,PVT,M,SC,114376,PEON,NO,89,1,YES,12,RURAL,Y
15,PVT,F,GEN,206301,ACCOUNTANT,NO,88,1,NO,10,URBAN,N
12,GOVT,M,OBC,59000,LABOUR,YES,58,4,NO,3,RURAL,Y
14,GOVT,M,SC,77813,LABOUR,NO,64,5,YES,4,RURAL,Y
10,GOVT,M,SC,75931,LABOUR,NO,55,5,NO,3,URBAN,Y
9,GOVT,M,SC,86183,LABOUR,NO,57,5,YES,3,URBAN,Y
17,PVT,F,ST,300000,BUSINESS,YES,75,1,NO,11,RURAL,N
15,GOVT,M,ST,85973,PEON,NO,70,3,YES,4,URBAN,Y
17,PVT,F,GEN,300000,BUSINESS,YES,89,1,NO,11,RURAL,N
10,GOVT,M,ST,81638,LABOUR,NO,74,5,YES,5,RURAL,Y
18,PVT,F,GEN,151840,ACCOUNTANT,NO,59,1,NO,10,RURAL,N
11,GOVT,M,GEN,116157,ACCOUNTANT,NO,64,2,YES,10,RURAL,Y
15,PVT,F,SC,218501,ACCOUNTANT,NO,88,2,NO,12,URBAN,N
17,GOVT,M,OBC,222388,ACCOUNTANT,NO,62,2,YES,4,RURAL,N
17,GOVT,M,GEN,126129,LABOUR,NO,62,3,YES,4,RURAL,Y
17,PVT,F,GEN,245631,ACCOUNTANT,NO,89,1,NO,9,URBAN,N
18,GOVT,F,OBC,148071,PEON,NO,67,1,YES,6,RURAL,Y
16,GOVT,M,GEN,92877,BUSINESS,NO,73,1,NO,9,RURAL,Y
12,GOVT,M,ST,106426,LABOUR,YES,65,5,NO,3,URBAN,Y
15,GOVT,M,ST,95949,PEON,NO,63,5,YES,5,RURAL,Y
16,GOVT,M,OBC,124509,TEACHER,NO,70,2,YES,10,RURAL,N
16,PVT,M,ST,105379,FARMER,NO,76,2,NO,9,RURAL,N
12,GOVT,M,SC,59000,LABOUR,NO,61,5,NO,3,RURAL,Y
13,GOVT,M,OBC,89022,LABOUR,NO,63,5,YES,4,RURAL,Y
18,PVT,F,OBC,234564,ACCOUNTANT,NO,89,1,NO,9,RURAL,N
12,GOVT,M,ST,79177,LABOUR,NO,76,5,YES,3,RURAL,Y
18,PVT,F,GEN,283327,BUSINESS,NO,89,1,NO,11,URBAN,N
17,PVT,M,OBC,106564,LABOUR,NO,66,2,NO,10,RURAL,N
18,PVT,F,GEN,300000,PEON,NO,84,1,NO,11,URBAN,N
18,PVT,M,GEN,143143,ACCOUNTANT,YES,89,1,NO,9,URBAN,N
12,GOVT,M,GEN,68533,LABOUR,YES,66,3,YES,4,RURAL,Y
17,PVT,F,GEN,129890,ACCOUNTANT,NO,89,1,NO,3,URBAN,N
16,PVT,F,GEN,271488,TEACHER,YES,88,2,NO,8,RURAL,N
17,GOVT,M,OBC,85493,LABOUR,NO,68,1,NO,4,RURAL,Y
16,GOVT,F,GEN,300000,BUSINESS,YES,86,2,NO,9,RURAL,N
18,GOVT,F,OBC,64491,TEACHER,NO,61,1,YES,3,RURAL,N
18,PVT,F,GEN,300000,BUSINESS,YES,84,1,NO,9,URBAN,N
13,GOVT,M,OBC,124686,TEACHER,NO,65,2,YES,4,RURAL,Y
18,PVT,F,GEN,242465,ACCOUNTANT,NO,86,1,NO,9,RURAL,N
12,GOVT,M,SC,59000,LABOUR,NO,57,5,YES,3,RURAL,Y
12,GOVT,M,GEN,114055,FARMER,YES,66,3,NO,4,RURAL,Y
17,PVT,M,OBC,165204,LABOUR,NO,61,1,NO,3,URBAN,Y
11,GOVT,M,OBC,127815,PEON,NO,56,2,YES,4,URBAN,Y
12,GOVT,M,SC,97318,LABOUR,YES,61,5,YES,3,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,10,RURAL,N
17,GOVT,F,GEN,121569,ACCOUNTANT,NO,68,1,NO,11,RURAL,N
10,GOVT,M,ST,110622,PEON,NO,58,4,YES,4,RURAL,Y
9,GOVT,M,SC,62175,LABOUR,NO,60,5,YES,3,RURAL,Y
11,GOVT,M,SC,59000,LABOUR,NO,65,4,YES,4,RURAL,Y
13,GOVT,M,ST,106511,FARMER,NO,56,4,YES,4,RURAL,Y
18,GOVT,M,ST,90761,PEON,NO,61,1,NO,4,RURAL,Y
17,PVT,F,GEN,179266,TEACHER,NO,85,2,NO,4,RURAL,N
10,GOVT,M,OBC,104276,PEON,NO,55,4,YES,4,RURAL,Y
15,GOVT,F,OBC,142099,ACCOUNTANT,YES,88,3,YES,9,RURAL,Y
18,PVT,M,GEN,90603,PEON,NO,89,1,NO,11,URBAN,N
14,GOVT,F,SC,126975,ACCOUNTANT,NO,57,1,YES,3,RURAL,Y
12,GOVT,M,OBC,82284,FARMER,NO,59,3,YES,5,RURAL,Y
16,PVT,F,GEN,178478,PEON,NO,66,1,YES,9,RURAL,N
13,GOVT,M,OBC,95488,LABOUR,NO,72,5,YES,5,RURAL,Y
16,PVT,M,GEN,129272,ACCOUNTANT,NO,78,2,NO,4,RURAL,Y
13,GOVT,M,GEN,95599,LABOUR,NO,64,2,YES,5,RURAL,Y
9,GOVT,M,GEN,116326,LABOUR,NO,71,5,YES,3,RURAL,Y
18,PVT,M,GEN,300000,ACCOUNTANT,NO,60,2,NO,3,RURAL,N
17,PVT,F,GEN,300000,BUSINESS,YES,84,1,NO,9,URBAN,N
11,GOVT,M,GEN,101605,LABOUR,NO,72,4,YES,10,RURAL,Y
15,PVT,F,GEN,300000,BUSINESS,YES,87,2,NO,8,RURAL,N
18,PVT,F,GEN,166092,BUSINESS,NO,89,1,NO,11,URBAN,N
16,PVT,F,GEN,228185,BUSINESS,NO,86,1,NO,8,URBAN,N
18,GOVT,M,OBC,128244,PEON,NO,64,3,YES,3,RURAL,N
17,PVT,F,GEN,187858,ACCOUNTANT,NO,82,1,NO,9,URBAN,N
11,GOVT,M,OBC,65293,LABOUR,YES,55,4,NO,3,RURAL,Y
13,GOVT,M,GEN,85360,LABOUR,NO,77,4,NO,4,RURAL,Y
13,GOVT,M,GEN,65530,BUSINESS,NO,88,3,YES,4,RURAL,N
15,GOVT,M,OBC,133969,ACCOUNTANT,NO,58,4,NO,3,RURAL,Y
17,GOVT,M,OBC,251263,TEACHER,NO,59,3,NO,5,RURAL,Y
18,GOVT,M,GEN,83368,ACCOUNTANT,NO,89,2,NO,11,RURAL,N
14,GOVT,M,GEN,81526,LABOUR,NO,74,5,NO,3,RURAL,Y
13,GOVT,F,GEN,83125,PEON,NO,57,1,NO,4,RURAL,Y
18,GOVT,M,OBC,127727,PEON,NO,74,3,NO,4,RURAL,Y
13,GOVT,M,OBC,114097,FARMER,NO,64,3,YES,4,RURAL,Y
17,PVT,F,GEN,104718,TEACHER,NO,89,2,NO,9,URBAN,N
14,GOVT,M,SC,109615,LABOUR,NO,67,3,YES,3,RURAL,Y
12,GOVT,M,OBC,59840,FARMER,NO,65,3,YES,4,RURAL,Y
18,GOVT,F,GEN,85677,TEACHER,NO,89,2,YES,11,URBAN,Y
16,GOVT,F,GEN,110990,TEACHER,NO,58,2,YES,10,RURAL,Y
14,GOVT,M,ST,137110,LABOUR,NO,62,2,NO,3,RURAL,Y
14,GOVT,M,ST,59000,LABOUR,NO,63,5,NO,4,RURAL,Y
16,GOVT,M,SC,92528,FARMER,NO,79,3,NO,3,RURAL,Y
13,GOVT,M,SC,91539,LABOUR,NO,55,5,YES,4,RURAL,Y
16,GOVT,M,OBC,104473,LABOUR,NO,71,2,YES,6,RURAL,Y
15,PVT,F,GEN,197910,ACCOUNTANT,YES,85,2,NO,10,URBAN,N
16,GOVT,F,GEN,134051,BUSINESS,NO,78,1,NO,11,URBAN,N
15,GOVT,M,GEN,117543,BUSINESS,NO,89,2,NO,9,URBAN,Y
14,PVT,M,GEN,206317,LABOUR,YES,59,5,NO,9,URBAN,Y
17,PVT,F,GEN,182206,ACCOUNTANT,NO,89,1,NO,10,RURAL,N
18,PVT,F,OBC,142289,BUSINESS,YES,89,1,NO,9,URBAN,N
13,GOVT,M,SC,59000,LABOUR,NO,55,5,YES,3,RURAL,Y
17,PVT,F,GEN,300000,BUSINESS,NO,89,2,NO,9,RURAL,N
18,GOVT,F,SC,123804,LABOUR,NO,66,4,YES,4,RURAL,N
17,PVT,F,GEN,241202,BUSINESS,NO,78,1,NO,8,URBAN,N
17,PVT,F,GEN,300000,BUSINESS,NO,88,1,NO,8,URBAN,N
12,GOVT,M,ST,90419,LABOUR,YES,55,5,YES,3,RURAL,Y
13,GOVT,M,OBC,64172,PEON,NO,63,4,YES,4,RURAL,Y
12,PVT,M,OBC,93226,PEON,YES,60,5,NO,3,URBAN,N
14,GOVT,F,GEN,129967,ACCOUNTANT,NO,78,2,YES,9,URBAN,N
18,PVT,F,GEN,300000,ACCOUNTANT,YES,89,3,NO,11,URBAN,N
18,GOVT,M,GEN,117599,ACCOUNTANT,NO,84,2,NO,9,RURAL,Y
11,PVT,M,GEN,124054,TEACHER,NO,73,2,NO,3,RURAL,Y
18,PVT,M,GEN,89436,PEON,NO,74,2,NO,7,RURAL,Y
17,PVT,M,GEN,236476,ACCOUNTANT,NO,82,3,NO,9,URBAN,N
18,PVT,F,GEN,111830,ACCOUNTANT,NO,88,2,NO,9,URBAN,N
12,GOVT,M,OBC,75399,LABOUR,YES,65,3,YES,3,RURAL,Y
10,GOVT,M,OBC,128300,LABOUR,NO,60,4,YES,5,RURAL,Y
12,GOVT,M,GEN,120896,TEACHER,YES,56,2,NO,12,URBAN,N
16,PVT,F,GEN,131732,BUSINESS,YES,89,1,NO,9,URBAN,N
12,GOVT,M,SC,59000,LABOUR,NO,60,4,YES,3,RURAL,Y
12,GOVT,M,ST,63530,LABOUR,NO,57,4,YES,3,RURAL,Y
17,PVT,F,GEN,218589,ACCOUNTANT,NO,85,2,NO,9,URBAN,N
13,GOVT,M,GEN,202967,ACCOUNTANT,NO,75,1,YES,6,RURAL,N
12,GOVT,M,ST,59000,LABOUR,YES,62,5,YES,3,RURAL,Y
17,PVT,M,GEN,178925,ACCOUNTANT,YES,89,1,NO,10,URBAN,N
18,PVT,F,GEN,272133,LABOUR,NO,83,2,NO,9,RURAL,N
14,PVT,M,GEN,77909,LABOUR,YES,71,3,NO,10,URBAN,N
18,GOVT,M,OBC,100428,PEON,NO,60,1,YES,5,RURAL,Y
18,GOVT,M,OBC,102238,ACCOUNTANT,NO,65,3,YES,3,RURAL,N
15,GOVT,M,OBC,101302,FARMER,NO,64,5,YES,4,RURAL,Y
15,GOVT,F,GEN,86039,BUSINESS,NO,66,1,NO,9,URBAN,Y
17,PVT,F,GEN,300000,BUSINESS,YES,88,2,NO,8,URBAN,N
17,GOVT,F,GEN,86828,LABOUR,YES,89,2,NO,9,URBAN,N
16,GOVT,M,GEN,229545,LABOUR,YES,73,1,NO,10,RURAL,N
16,PVT,F,GEN,300000,ACCOUNTANT,YES,89,2,NO,9,URBAN,N
18,PVT,F,GEN,130299,TEACHER,NO,63,1,YES,11,RURAL,N
18,PVT,F,GEN,300000,BUSINESS,NO,89,1,NO,8,URBAN,N
12,GOVT,F,OBC,78685,LABOUR,YES,81,2,NO,7,URBAN,Y
17,PVT,F,GEN,115171,BUSINESS,YES,86,2,NO,9,URBAN,N
16,PVT,F,GEN,250161,FARMER,NO,74,1,NO,9,RURAL,Y
17,PVT,F,GEN,265354,BUSINESS,YES,82,2,NO,8,URBAN,N
15,GOVT,M,GEN,120424,PEON,NO,78,3,YES,5,RURAL,Y
13,GOVT,M,SC,59000,LABOUR,NO,59,4,YES,3,RURAL,Y
18,GOVT,F,SC,95364,ACCOUNTANT,YES,67,2,YES,5,RURAL,Y
16,PVT,F,GEN,247599,ACCOUNTANT,YES,89,2,NO,7,URBAN,N
15,GOVT,M,SC,98048,BUSINESS,YES,57,3,YES,5,RURAL,Y
13,GOVT,M,OBC,132581,FARMER,NO,57,1,YES,4,RURAL,Y
11,GOVT,M,GEN,112204,LABOUR,NO,56,3,YES,3,RURAL,Y
13,GOVT,M,ST,89294,TEACHER,NO,61,3,NO,3,RURAL,Y
13,GOVT,M,OBC,121016,LABOUR,YES,69,4,NO,3,URBAN,Y
11,GOVT,M,GEN,123944,LABOUR,NO,61,4,NO,3,URBAN,Y
16,PVT,F,GEN,235028,BUSINESS,NO,82,1,NO,8,URBAN,N
14,GOVT,F,OBC,113974,PEON,YES,77,3,NO,10,RURAL,Y
11,GOVT,M,SC,59000,LABOUR,NO,60,4,YES,3,RURAL,Y
15,PVT,F,GEN,116394,BUSINESS,NO,57,1,NO,4,URBAN,N
11,GOVT,M,ST,76631,LABOUR,NO,72,4,YES,4,RURAL,Y
18,GOVT,M,OBC,194317,PEON,NO,60,3,YES,11,RURAL,N
15,PVT,F,GEN,99496,TEACHER,NO,76,1,NO,9,URBAN,Y
17,GOVT,F,GEN,200474,BUSINESS,NO,74,1,YES,10,RURAL,N
13,GOVT,M,SC,135984,TEACHER,YES,55,2,YES,4,RURAL,N
17,PVT,M,GEN,87909,BUSINESS,NO,75,4,NO,5,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,79,1,NO,8,URBAN,N
12,GOVT,M,SC,131440,LABOUR,NO,61,3,NO,4,RURAL,Y
17,PVT,F,GEN,300000,BUSINESS,YES,88,1,NO,9,URBAN,N
16,PVT,F,OBC,175630,BUSINESS,NO,84,2,NO,11,RURAL,Y
12,GOVT,M,OBC,71095,LABOUR,NO,62,4,YES,5,URBAN,Y
9,GOVT,F,OBC,149636,TEACHER,NO,67,3,YES,4,RURAL,Y
12,GOVT,M,OBC,139132,LABOUR,NO,63,3,YES,4,RURAL,Y
17,GOVT,M,GEN,300000,TEACHER,NO,89,1,NO,11,RURAL,N
15,PVT,F,GEN,180432,BUSINESS,NO,89,1,NO,8,URBAN,N
18,PVT,M,OBC,132508,PEON,NO,89,1,YES,10,URBAN,N
13,GOVT,M,GEN,88297,ACCOUNTANT,YES,74,2,YES,3,URBAN,Y
13,GOVT,M,SC,85143,LABOUR,YES,76,5,YES,3,RURAL,Y
17,PVT,M,GEN,90926,PEON,NO,77,3,NO,8,RURAL,N
17,PVT,F,GEN,300000,BUSINESS,NO,85,1,NO,11,URBAN,N
13,GOVT,M,GEN,132245,ACCOUNTANT,NO,76,4,YES,3,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,11,RURAL,N
15,PVT,M,GEN,297511,ACCOUNTANT,NO,84,1,NO,8,URBAN,N
13,GOVT,M,SC,67545,LABOUR,NO,59,3,YES,5,RURAL,Y
16,GOVT,M,OBC,185283,TEACHER,NO,76,2,NO,3,RURAL,Y
17,GOVT,M,GEN,147660,ACCOUNTANT,NO,86,1,YES,9,RURAL,Y
12,GOVT,M,GEN,132251,LABOUR,NO,57,3,NO,6,RURAL,Y
14,GOVT,M,SC,96851,LABOUR,NO,61,5,YES,3,RURAL,Y
12,GOVT,M,OBC,86883,FARMER,YES,57,5,NO,4,RURAL,Y
16,PVT,M,GEN,300000,ACCOUNTANT,NO,77,2,NO,10,URBAN,N
13,GOVT,M,OBC,59000,FARMER,NO,56,4,NO,3,URBAN,Y
12,GOVT,M,SC,67300,FARMER,NO,69,5,YES,4,RURAL,Y
13,GOVT,M,OBC,59000,LABOUR,YES,55,5,YES,3,RURAL,Y
18,GOVT,F,GEN,201519,TEACHER,NO,61,1,YES,11,RURAL,N
14,GOVT,M,ST,110637,ACCOUNTANT,NO,74,3,YES,5,RURAL,Y
17,PVT,M,GEN,227747,BUSINESS,YES,62,2,YES,10,RURAL,N
13,GOVT,M,OBC,89189,LABOUR,NO,68,3,YES,3,RURAL,Y
18,PVT,F,GEN,242409,ACCOUNTANT,NO,89,1,YES,10,RURAL,N
18,GOVT,M,SC,265704,ACCOUNTANT,NO,89,1,YES,10,RURAL,N
10,GOVT,M,OBC,81129,LABOUR,NO,58,5,YES,4,RURAL,Y
18,PVT,M,GEN,227179,LABOUR,YES,67,2,YES,11,URBAN,N
17,PVT,M,GEN,300000,ACCOUNTANT,NO,89,2,NO,9,URBAN,N
18,GOVT,F,GEN,300000,ACCOUNTANT,NO,65,1,YES,6,RURAL,N
13,GOVT,M,OBC,59000,LABOUR,NO,70,5,NO,4,RURAL,Y
14,GOVT,M,ST,59000,LABOUR,NO,55,5,YES,4,RURAL,Y
16,GOVT,F,GEN,94046,FARMER,NO,65,3,YES,9,URBAN,Y
18,GOVT,F,OBC,177117,TEACHER,NO,85,1,YES,12,RURAL,Y
17,GOVT,F,OBC,206941,FARMER,NO,77,1,YES,12,RURAL,Y
18,PVT,F,GEN,180673,BUSINESS,YES,84,1,NO,9,RURAL,N
16,GOVT,F,GEN,142168,TEACHER,NO,56,2,YES,10,RURAL,Y
13,GOVT,M,SC,74153,FARMER,NO,60,4,YES,5,RURAL,Y
18,GOVT,F,GEN,175317,FARMER,NO,85,2,YES,12,RURAL,N
16,PVT,M,GEN,289161,PEON,NO,75,1,NO,8,URBAN,N
15,GOVT,M,OBC,129846,FARMER,NO,66,3,YES,4,RURAL,Y
9,GOVT,F,ST,59000,LABOUR,NO,75,5,NO,3,URBAN,Y
18,GOVT,M,GEN,125738,TEACHER,NO,63,5,YES,3,URBAN,Y
13,PVT,M,ST,106728,TEACHER,NO,67,3,YES,4,RURAL,Y
11,PVT,M,GEN,300000,LABOUR,YES,77,2,NO,9,RURAL,N
16,GOVT,M,OBC,82418,PEON,NO,66,2,YES,4,RURAL,Y
18,GOVT,M,GEN,119706,ACCOUNTANT,NO,67,1,NO,11,RURAL,Y
17,PVT,M,GEN,108270,LABOUR,NO,83,3,YES,3,RURAL,Y
16,GOVT,M,GEN,59000,LABOUR,NO,59,4,YES,4,RURAL,Y
12,GOVT,M,OBC,94508,PEON,NO,60,4,YES,5,RURAL,Y
18,PVT,F,OBC,196577,LABOUR,NO,87,2,NO,9,URBAN,N
13,GOVT,M,OBC,82384,LABOUR,NO,55,4,YES,3,RURAL,Y
11,GOVT,F,OBC,101963,ACCOUNTANT,NO,64,3,YES,5,RURAL,N
9,GOVT,M,SC,96741,TEACHER,NO,77,1,NO,4,RURAL,Y
16,GOVT,M,SC,108618,LABOUR,NO,63,1,NO,3,URBAN,Y
12,GOVT,M,SC,68201,LABOUR,NO,62,4,NO,4,URBAN,Y
12,PVT,M,OBC,117900,FARMER,NO,73,1,YES,11,RURAL,N
18,PVT,M,ST,103476,LABOUR,YES,82,3,NO,7,URBAN,N
15,PVT,F,GEN,256012,LABOUR,YES,85,1,NO,8,RURAL,N
10,GOVT,M,OBC,63853,TEACHER,NO,57,3,YES,6,RURAL,N
12,GOVT,M,OBC,125990,LABOUR,NO,60,5,YES,10,RURAL,Y
16,PVT,F,GEN,288471,ACCOUNTANT,NO,84,1,NO,9,URBAN,N
18,PVT,F,GEN,102701,ACCOUNTANT,NO,84,2,NO,9,URBAN,N
16,PVT,F,GEN,202009,LABOUR,YES,61,3,NO,3,URBAN,Y
12,GOVT,M,SC,67505,LABOUR,NO,55,5,YES,3,RURAL,Y
14,GOVT,M,OBC,69270,LABOUR,YES,55,4,NO,4,RURAL,Y
17,GOVT,F,OBC,137351,ACCOUNTANT,NO,68,1,YES,12,RURAL,N
14,GOVT,M,OBC,72127,FARMER,NO,56,3,YES,6,RURAL,Y
10,PVT,F,ST,132645,BUSINESS,YES,89,1,NO,8,URBAN,N
12,GOVT,F,ST,98765,LABOUR,NO,55,4,YES,5,RURAL,Y
14,GOVT,M,OBC,59000,TEACHER,NO,62,3,YES,4,RURAL,Y
18,PVT,F,GEN,282640,TEACHER,YES,82,1,NO,9,URBAN,N
16,PVT,M,GEN,126496,LABOUR,NO,56,1,YES,10,URBAN,N
18,GOVT,M,GEN,130693,FARMER,NO,83,1,YES,12,RURAL,N
18,PVT,F,GEN,266722,ACCOUNTANT,NO,82,1,YES,9,RURAL,Y
11,GOVT,M,OBC,59000,LABOUR,NO,61,5,NO,3,RURAL,Y
18,PVT,F,GEN,300000,PEON,NO,89,1,YES,11,URBAN,N
18,PVT,F,GEN,213416,ACCOUNTANT,NO,89,1,NO,9,URBAN,N
16,PVT,M,GEN,167266,FARMER,NO,87,1,NO,10,RURAL,Y
17,PVT,F,GEN,300000,BUSINESS,NO,89,1,NO,9,RURAL,N
13,GOVT,M,ST,59000,LABOUR,NO,56,5,NO,3,RURAL,Y
15,GOVT,M,ST,78379,LABOUR,NO,70,5,NO,3,URBAN,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,9,URBAN,N
9,GOVT,M,OBC,102610,LABOUR,NO,57,5,NO,4,RURAL,Y
10,GOVT,M,SC,102519,LABOUR,NO,73,5,YES,3,RURAL,Y
18,GOVT,F,GEN,234829,FARMER,NO,73,1,YES,11,RURAL,Y
11,GOVT,M,ST,97573,LABOUR,NO,56,2,YES,4,RURAL,Y
13,GOVT,M,ST,125447,FARMER,NO,76,4,YES,4,RURAL,Y
15,GOVT,F,OBC,130296,PEON,NO,62,5,YES,5,RURAL,Y
18,GOVT,M,OBC,127785,PEON,NO,66,1,NO,12,RURAL,N
16,PVT,F,GEN,217285,ACCOUNTANT,NO,84,2,NO,8,RURAL,N
12,GOVT,F,OBC,100000,LABOUR,NO,57,2,YES,10,RURAL,Y
17,GOVT,F,GEN,84086,LABOUR,NO,77,4,NO,4,RURAL,N
17,GOVT,M,SC,59000,TEACHER,NO,66,4,YES,5,RURAL,Y
18,PVT,F,GEN,300000,BUSINESS,NO,81,1,NO,8,URBAN,N
18,PVT,F,GEN,300000,BUSINESS,NO,89,1,NO,9,RURAL,N
18,PVT,F,GEN,269428,ACCOUNTANT,NO,84,2,NO,9,URBAN,N
14,GOVT,M,SC,59000,FARMER,YES,62,5,YES,3,RURAL,Y
15,PVT,F,GEN,81041,LABOUR,YES,89,2,NO,9,URBAN,N
17,PVT,F,GEN,228590,ACCOUNTANT,YES,88,1,NO,11,URBAN,N
9,GOVT,M,OBC,92598,FARMER,NO,75,4,NO,5,RURAL,Y
14,GOVT,M,OBC,61162,LABOUR,NO,58,3,YES,4,RURAL,Y
17,PVT,M,GEN,300000,TEACHER,NO,86,1,NO,9,URBAN,N
14,GOVT,M,OBC,121241,FARMER,NO,67,2,YES,6,RURAL,Y
12,GOVT,M,ST,73305,LABOUR,NO,61,5,NO,3,RURAL,Y
16,PVT,F,GEN,214705,ACCOUNTANT,NO,87,3,NO,8,URBAN,N
17,PVT,F,GEN,300000,ACCOUNTANT,NO,88,2,NO,10,URBAN,N
18,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,9,URBAN,N
17,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,7,URBAN,N
15,GOVT,M,SC,114828,FARMER,NO,66,3,YES,3,RURAL,Y
12,GOVT,M,SC,59000,LABOUR,NO,77,4,YES,4,RURAL,Y
12,GOVT,M,OBC,99906,FARMER,YES,59,5,YES,4,RURAL,Y
12,GOVT,M,OBC,127300,LABOUR,NO,60,3,YES,4,RURAL,Y
18,PVT,F,GEN,300000,BUSINESS,YES,86,2,NO,10,RURAL,N
17,GOVT,M,GEN,233365,PEON,NO,63,1,NO,12,RURAL,Y
12,GOVT,M,OBC,59000,PEON,NO,55,5,YES,5,RURAL,Y
15,GOVT,F,GEN,118432,PEON,NO,67,2,NO,10,RURAL,N
13,GOVT,M,ST,59000,LABOUR,NO,55,4,YES,4,RURAL,Y
18,GOVT,F,OBC,98167,PEON,NO,61,1,NO,6,RURAL,Y
15,GOVT,M,OBC,68598,LABOUR,NO,56,5,NO,3,RURAL,Y
16,PVT,F,GEN,235819,BUSINESS,YES,87,1,NO,9,URBAN,N
12,GOVT,M,OBC,71933,LABOUR,NO,63,4,YES,4,RURAL,Y
17,GOVT,M,OBC,204835,LABOUR,NO,74,3,NO,11,RURAL,Y
17,PVT,F,GEN,300000,TEACHER,YES,89,1,NO,11,URBAN,N
13,GOVT,M,OBC,125292,LABOUR,NO,58,1,NO,4,RURAL,Y
16,PVT,F,OBC,300000,ACCOUNTANT,NO,87,2,NO,9,URBAN,N
12,GOVT,M,ST,94291,PEON,NO,75,4,YES,5,RURAL,Y
12,GOVT,M,OBC,111906,LABOUR,NO,63,2,YES,5,RURAL,Y
18,GOVT,M,GEN,133219,ACCOUNTANT,NO,65,1,NO,12,RURAL,N
11,GOVT,M,SC,86675,LABOUR,YES,75,3,NO,4,URBAN,Y
18,PVT,F,GEN,300000,BUSINESS,NO,89,1,NO,12,URBAN,N
17,GOVT,M,GEN,300000,BUSINESS,NO,89,2,NO,10,RURAL,N
18,GOVT,F,GEN,66428,PEON,NO,77,3,YES,5,RURAL,Y
14,GOVT,M,OBC,77522,LABOUR,NO,75,2,YES,6,RURAL,Y
12,GOVT,M,GEN,117487,LABOUR,NO,55,5,NO,3,URBAN,N
17,PVT,F,GEN,107847,ACCOUNTANT,NO,67,2,NO,8,RURAL,N
18,PVT,F,GEN,183545,BUSINESS,YES,84,2,NO,11,URBAN,N
